path	bigsmiles	canonical_bigsmiles
PolymerLit-OA_processed/generic/acspolymersau/4c00013_s2_1.corrected.mol	C{[>][<]C(=O)[C@](NC(=O)C(C)(CO)CO)CC(=O)OCC{[>][<]C[>][<]}CCO[>][<]}{[>][<]C(=O)C[C@@](N(C({[>][<]C[>][<]}CC)=O)[H])C(=O)OCC{[>][<]C[>][<]}CCO[>][<]}C	{[][>1]C[<1],[>3]CCCCOC(=O)CC(C(=O)O[<3])NC(=O)[<1],[>3]C[<3];[H]CC(=O)CC(C(=O)O[<3])NC(=O)[<1],[H]CC[H],[H]CC(=O)C(NC(C(C)(CO)CO)=O)CC(=O)O{[<][>]C[<],[>]CCCCOC(=O)C(NC(C(C)(CO)CO)=O)CC(=O)O[<][>]}[<3],[H]CC[H],[>1]CC[H],[>3]CCCCOC[H][]}
PolymerLit-OA_processed/generic/acspolymersau/4c00029_f1_1.corrected.mol	[H]{[>][<]N[C@](CCCCN)C(=O)N[C@@](CCC(=O)O)C(=O)[>][<]}O	[H]{[<][>]NC(CCCCN)C(=O)NC(CCC(=O)O)C(=O)[<][>]}O[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00029_f1_2.corrected.mol	C{[>][<]OCC[>][<]}CC({[>][<]N[C@](CCCCN)C(=O)N[C@@](CCC(=O)O)C(=O)[>][<]}O)=O	[H]O{[<][>]NC(CCCCN)C(=O)NC(CCC(=O)O)C(=O)[<][>]}C(=O)CC{[<][>]COC[<][>]}[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00029_f1_3.corrected.mol	[H]{[>][<]N[C@](CCCCNC)C(=O)N[C@@](CCC(=O)C)C(=O)[>][<]}C	[H]{[<][>]NC(CCCCNC)C(=O)NC(CCC(C)=O)C(=O)[<][>]}C[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00029_f4_1.corrected.mol	[H]{[>][<]N[C@](CCCCNC)C(=O)N[C@@](CCC(=O)C)C(=O)[>][<]}C	[H]{[<][>]NC(CCCCNC)C(=O)NC(CCC(C)=O)C(=O)[<][>]}C[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00029_f4_2.corrected.mol	C{[>][<]OCC[>][<]}CC(O)=O	[H]OC(=O)CC{[<][>]COC[<][>]}[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00029_f4_3.corrected.mol	C{[>][<]OCC[>][<]}CC({[>][<]N[C@](CCCCNC)C(=O)N[C@@](CCC(=O)C)C(=O)[>][<]}C)=O	[H]C{[<][>]OCC[<][>]}CC(=O){[<][>]NC(CCCCNC)C(=O)NC(CCC(C)=O)C(=O)[<][>]}C[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00029_si_ss4_1.corrected.mol	C{[>][<]OCC[>][<]}C	[H]C{[<][>]OCC[<][>]}C[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00029_si_ss4_2.corrected.mol	C{[>][<]OCC[>][<]}C	[H]C{[<][>]OCC[<][>]}C[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00029_si_ss4_3.corrected.mol	C{[>][<]OCC[>][<]}O	[H]OC{[<][>]COC[<][>]}[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00029_si_ss4_4.corrected.mol	C{[>][<]OCC[>][<]}C(C(=O)C)C(C)=O	[H]C{[<][>]OCC[<][>]}C(C(C)=O)C(=O)C[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00029_si_ss4_5.corrected.mol	C{[>][<]OCC[>][<]}C(C(=O)O)C(O)=O	[H]OC(=O)C(C(=O)O)C{[<][>]COC[<][>]}[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00033_s1_1.corrected.mol	C{[>][<]C[>][<]}SC(SC(C)(C#N)CCCO)=S	[H]{[<][>]C[<][>]}CSC(=S)SC(C#N)(C)CCCO[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00033_s1_2.corrected.mol	OC(=O)CCC(C)(C#N){[>][<]C(C)(C(=O)OC({[>][<]C(C)C(=O)OC(C)C(=O)O[>][<]}O[H])C)C[>][<]}SC(=S)SCC	[H]OC(=O)CCC(C#N)(C){[<][>]C(C)(C(=O)OC(C){[<][>]C(C)C(=O)OC(C)C(=O)O[<][>]}O[H])C[<][>]}SC(=S)SCC[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00033_s1_3.corrected.mol	C=C(C(=O)O{[>][<]CCO[>][<]}C)C	[H]CO{[<][>]CCO[<][>]}C(=O)C(=C)C[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00033_s1_4.corrected.mol	[H]O{[>][<]C(C)C(=O)OC(C)C(=O)O[>][<]}CCCC({[>][<]CC(C)(C(=O)O{[>][<]CCO[>][<]}C)[>][<]}SC(=S)S{[>][<]C[>][<]}C)(C)C#N	[H]{[<][>]C[<][>]}CSC(=S)S{[<][>]OC(=O)C(C)OC(=O)C(C)[<][>]}C(C#N)(C)CCC{[<][>]CC(C)([<])C(=O)OC{[<][>]COC[<][>]}[H][>]}O[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00033_s1_5.corrected.mol	OC(=O)CCC(C)(C#N){[>][<]C(C)(C(=O)NC({[>][<]C(C)C(=O)OC(C)C(=O)O[>][<]}O[H])C)C[>][<]}SC(=S)SCC	[H]OC(=O)CCC(C#N)(C){[<][>]C(C)(C(=O)NC(C){[<][>]C(C)C(=O)OC(C)C(=O)O[<][>]}O[H])C[<][>]}SC(=S)SCC[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00048_s1_1.corrected.mol	{[][<]SC(=S)N(CC1=CC=CC=C1)CCN(CC1=CC=CC=C1)C(=S)SCC(=O)OCCN(S(=O)(=O)C=1C=CC=C2C1C=CC=C2N(C)C)CCOC(=O)C[>][]}	{[][>]SC(=S)N(Cc(cc6)ccc6)CCN(Cc(cc3)ccc3)C(=S)SCC(=O)OCCN(S(c(cc1)c(ccc2)c(c1)c2N(C)C)(=O)=O)CCOC(=O)C[<][]}
PolymerLit-OA_processed/generic/acspolymersau/4c00050_s1_1.corrected.mol	C{[>][<]C1=CC=C(S1)C1=CC=C(S1)/C1=C/2C=3/C4=C/(C(N(CC(C)C)C(=O)/C4=C\1)=O)\C=C/C3/C1=C/(/C=C\3C=4\C1=C\2\C=C/C4C(N(C3=O)CC(C)C)=O)C1=CC=C(S1)C1=CC=C(S1)C1=CC=C2C(=C1)C(C)(C)C1=C2C=CC(=C1)[>][<]}C	C{[>][<]C1=CC=C(S1)C1=CC=C(S1)/C1=C/2C=3/C4=C/(C(N(CC(C)C)C(=O)/C4=C\1)=O)\C=C/C3/C1=C/(/C=C\3C=4\C1=C\2\C=C/C4C(N(C3=O)CC(C)C)=O)C1=CC=C(S1)C1=CC=C(S1)C1=CC=C2C(=C1)C(C)(C)C1=C2C=CC(=C1)[>][<]}C
PolymerLit-OA_processed/generic/acspolymersau/4c00050_s1_2.corrected.mol	C{[>][<]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C1=CC=C(S1)C1=CC=C(S1)/C1=C/C2=C3/C4=C\1C(=O)N(CC(C)C)C(=O)\C4=C/C(=C\3C(N(C2=O)CC(C)C)=O)C1=CC=C(S1)C1=CC=C(S1)[>][<]}C	[H]C{[<][>]c(cc%10)cc(c%10-c%10cc%11)C(C)(C)c%10cc%11c(cc%10)sc%10c(cc%10)sc%10c(c(c4c(c5)C6=O)C(N6CC(C)C)=O)cc(C(=O)N6CC(C)C)c4c(C6=O)c5c(cc2)sc2c(cc1)sc1[<][>]}C[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00059_s1_1.corrected.mol	C{[>][<]C1=CC=C(C=C1)C(C)(C)C1=CC=C(C=C1)OC1=CC(C(C)(C2=C(C(=C(C(=C2F)F)F)F)F)O)=C(C=C1)S(=O)(=O)C1=CC=C(C=C1C(C)(C1=C(C(=C(C(=C1F)F)F)F)F)O)[>][<]}C.F	C{[>][<]C1=CC=C(C=C1)C(C)(C)C1=CC=C(C=C1)OC1=CC(C(C)(C2=C(C(=C(C(=C2F)F)F)F)F)O)=C(C=C1)S(=O)(=O)C1=CC=C(C=C1C(C)(C1=C(C(=C(C(=C1F)F)F)F)F)O)[>][<]}C.F
PolymerLit-OA_processed/generic/acspolymersau/4c00059_s1_2.corrected.mol	C{[>][<]C1=CC=C(C=C1)C(C)(C)C1=CC=C(C=C1)OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(C=C1)[>][<]}C	[H]C{[<][>]c(cc8)ccc8S(=O)(=O)c(cc4)ccc4Oc(cc2)ccc2C(C)(C)c(cc1)ccc1[<][>]}C[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00059_s1_3.corrected.mol	C{[>][<]C1=CC=C(C=C1)C(C)(C)C1=CC=C(C=C1)OC1=CC([Li])=C(C=C1)S(=O)(=O)C1=CC=C(C=C1[Li])[>][<]}C	[H]C{[<][>]c(cc8)ccc8C(C)(C)c(cc4)ccc4Oc(cc2)cc([Li])c2S(=O)(=O)c(c(c1)[Li])ccc1[<][>]}C[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00059_s1_4.corrected.mol	C{[>][<]C1=CC=C(C=C1)C(C)(C)C1=CC=C(C=C1)OC1=CC(C(C)(C2=C(C(=C(C(=C2F)F)C)F)F)O)=C(C=C1)S(=O)(=O)C1=CC=C(C=C1C(C)(C=1C(F)=C(F)C(C)=C(F)C1F)O)[>][<]}C	[H]C{[<][>]c(cc9)cc(C(c(c(F)c%10F)c(c(c%10C)F)F)(C)O)c9S(=O)(=O)c(c(c4)C(c(c(F)c5F)c(c(c5C)F)F)(C)O)ccc4Oc(cc2)ccc2C(C)(C)c(cc1)ccc1[<][>]}C[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00073_s2_1.corrected.mol	C{[>][<]N[C@](CCCCN)C(=O)[>][<]}C	[H]C{[<][>]NC(CCCCN)C(=O)[<][>]}C[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00074_f1_1.corrected.mol	OC(C({[>][<]CC(C(=O)N(C)C)[>][<]}SC(=S)SCCC(=O)O)C)=O	[H]OC(=O)CCSC(=S)S{[<][>]C(C(N(C)C)=O)C[<][>]}C(C(=O)O)C[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00074_f1_2.corrected.mol	OC(C({[>][<]CC(C(=O)N(C)C)[>][<]}{[>][<]CC(C(=O)NC(C)(C)CC(=O)C)[>][<]}SC(=S)SCCC(=O)O)C)=O	{[][>1]CC(C(NC(CC(C)=O)(C)C)=O)[<1];[H]CC(C(=O)O)[<1],[H]CC(C(=O)O)C{[<][>]C(C(N(C)C)=O)C[<][>]}C(C(N(C)C)=O)[<1],[>1]SC(=S)SCCC(=O)O[H][]}
PolymerLit-OA_processed/generic/acspolymersau/4c00079_s1_1.corrected.mol	{[][<]SC1=CC=C(C=C1)SC1=CC=C(C=C1)SC1=C(SCCCS(=O)(=O)O)C(F)=C(C(=C1F)SCCCS(=O)(=O)O)C1=C(SCCCS(=O)(=O)O)C(F)=C(C(=C1F)SCCCS(=O)(=O)O)[>][]}	{[][>]c(c(c8F)SCCCS(=O)(=O)O)c(F)c(SCCCS(=O)(=O)O)c8c(c(c4F)SCCCS(=O)(=O)O)c(F)c(SCCCS(=O)(=O)O)c4Sc(cc2)ccc2Sc(cc1)ccc1S[<][]}
PolymerLit-OA_processed/generic/acspolymersau/4c00079_s1_2.corrected.mol	{[][<]SC1=CC=C(C=C1)SC1=CC=C(C=C1)SC1=C(F)C(F)=C(C(=C1F)F)C1=C(F)C(F)=C(C(=C1F)F)[>][]}	{[][>]c(c(c8F)F)c(F)c(F)c8c(c(c4F)F)c(F)c(F)c4Sc(cc2)ccc2Sc(cc1)ccc1S[<][]}
PolymerLit-OA_processed/generic/acspolymersau/4c00088_a_1.corrected.mol	C=C(C)C(=O)OCC(O)CO{[>][<]C1=CC=C(C=C1)C(C)(C)C1=CC=C(C=C1)OCC(O)CO[>][<]}C1=CC=C(C=C1)C(C1=CC=C(C=C1)OCC(COC(=O)C(C)=C)O)(C)C	[H]CC(=C)C(=O)OCC(O)COc(cc2)ccc2C(C)(C)c(cc1)ccc1OCC(O)CO{[<][>]c(cc2)ccc2C(C)(C)c(cc1)ccc1OCC(O)CO[<][>]}C(=O)C(=C)C[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00088_f3_1.corrected.mol	CC(C1=CC=C(C=C1)OCC1CO1)(C1=CC=C(C=C1)O{[>][<]CC(OC(C(CC[R])O)CC[R])COC1=CC=C(C=C1)C(C)(C)C1=CC=C(C=C1)O[>][<]}CC1CO1)C	CC(C1=CC=C(C=C1)OCC1CO1)(C1=CC=C(C=C1)O{[>][<]CC(OC(C(CC[R])O)CC[R])COC1=CC=C(C=C1)C(C)(C)C1=CC=C(C=C1)O[>][<]}CC1CO1)C
PolymerLit-OA_processed/generic/acspolymersau/4c00088_f3_2.corrected.mol	C=C(C)C(O{[>][<]CC(O)COC1=CC=C(C=C1)C(C)(C)C1=CC=C(C=C1)O[>][<]}CC(COC(=O)C(C)=C)O)=O	[H]CC(=C)C(=O)O{[<][>]Oc(cc2)ccc2C(C)(C)c(cc1)ccc1OCC(O)C[<][>]}CC(O)COC(=O)C(=C)C[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00088_f3_3.corrected.mol	failed to obtain BigSMILES	failed to obtain BigSMILES
PolymerLit-OA_processed/generic/acspolymersau/4c00089_a_1.corrected.mol	OC{[>][<]C=C[>][<]}C{[>][<]CC(C=C)[>][<]}C{[>][<]C=C[>][<]}CO	[H]OC{[<][>]C=C[<][>]}C{[<][>]CC(C=C)[<][>]}C{[<][>]C=C[<][>]}CO[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00089_a_2.corrected.mol	CC=1C=C(C=CC1C)CC{[>][<]C=C[>][<]}C{[>][<]CC(C=C)[>][<]}C{[>][<]C=C[>][<]}CCC1=CC(=C(C)C=C1)C	[H]Cc(c(c2)C)cc(c2)CC{[<][>]C=C[<][>]}C{[<][>]CC(C=C)[<][>]}C{[<][>]C=C[<][>]}CCc(ccc1C)cc1C[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00095_a_1.corrected.mol	CC({[>][<]CC(C)(C(=O)OCC1=CC=CC=C1)[>][<]}SC(=S)C1=CC=CC=C1)(C)C	[H]c(cc2)c(cc2)C(=S)S{[<][>]C(C(=O)OCc(cc1)ccc1)(C)C[<][>]}C(C)(C)C[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00096_s1_1.corrected.mol	C=C[Si](C)(C){[>][<]O[Si](C)(C)[>][<]}O[Si](C)(C)O[Si](C)(O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C=C)C	[H]C(=C)[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C){[<][>]O[Si](C)(C)[<][>]}C(=C)[H]
PolymerLit-OA_processed/generic/acspolymersau/4c00099_f1_1.corrected.mol	{[][<]C(C(=O)NCCNC(=O)C(C[>])[<])C[>][<]}({[>][<]CC(C(=O)N)[>][<]}){[>][<]C(C(=O)N)C[>][]}	{[][<]C(C(=O)NCCNC(=O)C(C[>])[<])C[>][<]}({[>][<]CC(C(=O)N)[>][<]}){[>][<]C(C(=O)N)C[>][]}
PolymerLit-OA_processed/generic/acspolymersau/4c00101_s2_1.corrected.mol	[R]{[>][<]CC(C)[>][<]}CCC	[R]{[>][<]CC(C)[>][<]}CCC
PolymerLit-OA_processed/generic/acspolymersau/4c00101_s2_2.corrected.mol	[R]{[>][<]CC(C)[>][<]}CC(SC(=S)C)C	[R]{[>][<]CC(C)[>][<]}CC(SC(=S)C)C
PolymerLit-OA_processed/generic/acspolymersau/5c00007_f3_1.corrected.mol	C(C1CO1){[>][<]OCC[>][<]}OCC1CO1	[H]C(C2)(O2)CO{[<][>]OCC[<][>]}CC(C1)(O1)[H]
PolymerLit-OA_processed/generic/acspolymersau/5c00007_f3_2.corrected.mol	SC{[>][<]COC[>][<]}COCC(COC{[>][<]COC[>][<]}CS)(COC{[>][<]COC[>][<]}CS)COC{[>][<]COC[>][<]}CS	[H]SCCOC{[<][>]COC[<][>]}C(COCC{[<][>]OCC[<][>]}S[H])(COCC{[<][>]OCC[<][>]}S[H])COCC{[<][>]OCC[<][>]}S[H]
PolymerLit-OA_processed/generic/acspolymersau/5c00007_f3_3.corrected.mol	C[Si]({[>][<]C[>][<]}OCC1CO1)(O[Si]({[>][<]C[>][<]}OCC1CO1)(C)C)C	[H]C(C2)(O2)CO{[<][>]C[<][>]}[Si](C)(C)O[Si](C)(C){[<][>]C[<][>]}OCC(C1)(O1)[H]
PolymerLit-OA_processed/generic/acspolymersau/5c00007_f3_4.corrected.mol	C[Si]1({[>][<]C[>][<]}OCC2CO2)O[Si]({[>][<]C[>][<]}OCC2CO2)(O[Si]({[>][<]C[>][<]}OCC2CO2)(C)O[Si]({[>][<]C[>][<]}OCC2CO2)(C)O1)C	[H]C(C4)(O4)CO{[<][>]C[<][>]}[Si](O[Si](O2)(C){[<][>]C[<][>]}OCC(C1)(O1)[H])(C)O[Si](C)(O[Si]2({[<][>]C[<][>]}OCC(C1)(O1)[H])C){[<][>]C[<][>]}OCC(C1)(O1)[H]
PolymerLit-OA_processed/generic/acspolymersau/5c00009_a_1.corrected.mol	C{[>][<]C/C=C\(C)C[>][<]}C	C{[>][<]C/C=C\(C)C[>][<]}C
PolymerLit-OA_processed/generic/acspolymersau/5c00009_a_2.corrected.mol	C{[>][<]C/C=C\(C)CCC1OC1(C)C[>][<]}C	C{[>][<]C/C=C\(C)CCC1OC1(C)C[>][<]}C
PolymerLit-OA_processed/generic/acspolymersau/5c00012_f1_1.corrected.mol	N{[>][<][K][>][<]}C(=O)SSN{[>][<][K][>][<]}C(=O)CCC	N{[>][<][K][>][<]}C(=O)SSN{[>][<][K][>][<]}C(=O)CCC
PolymerLit-OA_processed/generic/acspolymersau/5c00012_f1_2.corrected.mol	C{[>][<]OCC[>][<]}NC(CCC(=O)N1C2=C(C#CC3=C(C1)C=CC=C3)C=CC=C2)=O	[H]C{[<][>]OCC[<][>]}NC(=O)CCC(=O)N(c(ccc1)c(c1)C#C1)C(c(c1c1)ccc1)[H]
PolymerLit-OA_processed/generic/acspolymersau/5c00012_f1_3.corrected.mol	N{[>][<][K][>][<]}C(=O)SSN{[>][<][K][>][<]}C(=O)SSN{[>][<][K][>][<]}C(=O)CCC	N{[>][<][K][>][<]}C(=O)SSN{[>][<][K][>][<]}C(=O)SSN{[>][<][K][>][<]}C(=O)CCC
PolymerLit-OA_processed/generic/acspolymersau/5c00012_f1_4.corrected.mol	N{[>][<]C(=O)[C@](CCCCN)N[>][<]}C(=O)CCC	[H]NC(=O){[<][>]C(CCCCN)NC(=O)[<][>]}CCC[H]
PolymerLit-OA_processed/generic/acspolymersau/5c00016_s1_1.corrected.mol	CC{[>][<]=C{[>][<]C[>][<]}C(=O)O[C@]1CO[C@]2([H])[C@]1([H])OC[C@@]2OC(=O){[>][<]C[>][<]}C=[>][<]}CC	{[][>1]C[<1];[H]C[<1],[H]{[<][>]C[<],[>]CCCC(=O)OC(CO1)C(OC2)C1C2O{[<][>]C(=O)CCC(=O)OC(CO1)C(OC2)C1C2O[<][>]}C(=O)[<][>]}CCCC(=O)OC(CO1)C(OC2)C1C2O{[<][>]C(=O)CCC(=O)OC(CO1)C(OC2)C1C2O[<][>]}C(=O){[<][>]C[<][>]}[<1],[>1]CCC[H][]}
PolymerLit-OA_processed/generic/acspolymersau/5c00016_s1_2.corrected.mol	C{[>][<]{[>][<]C[>][<]}C(=O)O[C@]1CO[C@]2([H])[C@@](CO[C@]12[H])OC(=O)[>][<]}C	[H]C{[<][>]C[<],[>]C(=O)OC(CO1)C(OC2)C1C2OC(=O){[<][>]C[<][>]}[<][>]}C[H]
PolymerLit-OA_processed/generic/acspolymersau/5c00016_s1_3.corrected.mol	C=C{[>][<]C[>][<]}C(O[C@]1CO[C@]2([C@@](CO[C@]12[H])OC({[>][<]C[>][<]}C=C)=O)[H])=O	[H]C(=C){[<][>]C[<][>]}C(=O)OC(CO1)C(OC2)C1C2OC(=O){[<][>]C[<][>]}C(=C)[H]
PolymerLit-OA_processed/generic/acspolymersau/5c00016_s1_4.corrected.mol	C{[>][<]=C{[>][<]C[>][<]}C(=O)O[C@]1CO[C@]2([H])[C@@](CO[C@]12[H])OC(=O){[>][<]C[>][<]}C=[>][<]}C	{[][>1]C[<1];[H]CC[H],[H]{[<][>]C[<],[>]CCC(=O)OC(CO1)C(OC2)C1C2OC(=O)[<][>]}CCC(=O)OC(CO1)C(OC2)C1C2OC(=O)[<1],[H]CC[H],[>1]CC[H][]}
PolymerLit-OA_processed/generic/acspolymersau/5c00016_s1_5.corrected.mol	C{[>][<]=C{[>][<]C[>][<]}C(=O)O[C@]1CO[C@]2([H])[C@]1([H])OC[C@@]2OC(=O){[>][<]C[>][<]}C=[>][<]}C	{[][>1]C[<1];[H]CC[H],[H]{[<][>]C[<],[>]CCC(=O)OC(CO1)C(OC2)C1C2OC(=O)[<][>]}CCC(=O)OC(CO1)C(OC2)C1C2OC(=O)[<1],[H]CC[H],[>1]CC[H][]}
PolymerLit-OA_processed/generic/acspolymersau/5c00016_s2_1.corrected.mol	CC1=CC=C(C=C1)C{[>][<]=C{[>][<]C[>][<]}C(=O)O[C@@]1CO[C@]2([H])[C@]1([H])OC[C@]2OC(=O){[>][<]C[>][<]}C=[>][<]}CC1=CC=C(C=C1)C	{[][>1]C[<1];[H]Cc(cc%10)ccc%10CCc(cc1)ccc1C[H],[H]Cc(cc5)ccc5{[<][>]C[<],[>]CCC(=O)OC(CO2)C(OC3)C2C3OC(=O)[<][>]}CCC(=O)OC(CO2)C(OC3)C2C3OC(=O)[<1],[>1]CCc(cc1)ccc1C[H],[H]Cc(cc%10)ccc%10CCc(cc1)ccc1C[H][]}
PolymerLit-OA_processed/generic/acspolymersau/5c00016_s2_2.corrected.mol	C{[>][<]OCC[>][<]}OC1=CC=C(C=C1)C{[>][<]=C{[>][<]C[>][<]}C(=O)O[C@@]1CO[C@]2([H])[C@]1([H])OC[C@]2OC(=O){[>][<]C[>][<]}C=[>][<]}CC1=CC=C(C=C1)O{[>][<]CCO[>][<]}C	[H]CO{[<][>]CCO[<];[>]c(cc%10)ccc%10CCc(cc1)ccc1OC{[<][>]COC[<][>]}{[<][>]COC[<][>]}[H],[>]c(cc5)ccc5{[<][>]C[<],[>]CCC(=O)OC(CO2)C(OC3)C2C3OC(=O)[<][>]}CCC(=O)OC(CO2)C(OC3)C2C3OC(=O){[<][>]C[<][>]}CCc(cc1)ccc1OC{[<][>]COC[<][>]}[H][]}
PolymerLit-OA_processed/generic/acspolymersau/5c00016_s2_3.corrected.mol	C{[>][<]CCO[>][<]}C	[H]C{[<][>]OCC[<][>]}C[H]
PolymerLit-OA_processed/generic/acspolymersau/5c00020_f4_1.corrected.mol	[H]{[>][<]CC(C)(C(=O)O[R])[>][<]}CC(=C)C(O[R])=O	[H]{[>][<]CC(C)(C(=O)O[R])[>][<]}CC(=C)C(O[R])=O
PolymerLit-OA_processed/generic/macromolecules/401311s_s1_1.corrected.mol	C{[>][<[<]1]C1=C2C=CC3=C([>[>]2])C=C([<[<]1])C4=CC=C(C2=C34)C(=C1)[>[>]2][<]}(C)(C)C	C{[>][<[<]1]C1=C2C=CC3=C([>[>]2])C=C([<[<]1])C4=CC=C(C2=C34)C(=C1)[>[>]2][<]}(C)(C)C
PolymerLit-OA_processed/generic/macromolecules/401311s_s1_2.corrected.mol	C1=CC2=CC=C3C({[>][<]C4=C\5\C=C/C6=C(/C=C\C=7C6=C5\C(\C=C/4)=C\C7)[>][<]}C4=CC=C5C=CC6=CC=CC7=CC=C4C5=C67)=CC=C4/C=C\C(=C1)C2=C43	C1=CC2=CC=C3C({[>][<]C4=C\5\C=C/C6=C(/C=C\C=7C6=C5\C(\C=C/4)=C\C7)[>][<]}C4=CC=C5C=CC6=CC=CC7=CC=C4C5=C67)=CC=C4/C=C\C(=C1)C2=C43
PolymerLit-OA_processed/generic/macromolecules/401311s_s1_3.corrected.mol	C1=C\C2=C\C=C\3C=CC({[>][<]C4=C/C(=C\5C6=C7\C(\C=C/C=C\7\C=C/5)=C\C=C\46)[>][<]}C4=CC=C5C=CC6=CC=CC7=CC=C4C5=C67)=C4C3=C2\C(=C/1)/C=C\4	C1=C\C2=C\C=C\3C=CC({[>][<]C4=C/C(=C\5C6=C7\C(\C=C/C=C\7\C=C/5)=C\C=C\46)[>][<]}C4=CC=C5C=CC6=CC=CC7=CC=C4C5=C67)=C4C3=C2\C(=C/1)/C=C\4
PolymerLit-OA_processed/generic/macromolecules/402069b_s2_1.corrected.mol	C{[>][<]C(C)(C(OC)=O)C[>][<]}C(C)(C(=O)OC)C{[>][<]C(C)(C(=O)OCC[R])C[>][<]}C	C{[>][<]C(C)(C(OC)=O)C[>][<]}C(C)(C(=O)OC)C{[>][<]C(C)(C(=O)OCC[R])C[>][<]}C
PolymerLit-OA_processed/generic/macromolecules/402069b_s2_2.corrected.mol	C{[>][<]C(C1=CC=C(C=C1)C)C[>][<]}C(C1=CC=CC=C1)C{[>][<]C(C1=CC=CC=C1)C[>][<]}C(C1=CC=CC=C1)C	[H]CC(c(cc2)ccc2)CC(c(cc1)ccc1){[<][>]CC(c(cc1)ccc1)[<][>]}C{[<][>]C(c(cc8)ccc8C)C[<][>]}[H]
PolymerLit-OA_processed/generic/macromolecules/500163u_s2_1.corrected.mol	C{[>][<]C=1SC(=C(C)C1)C1=CC2=C(S1)C1=C(C3=C2C=C(S3)C(=O)C)C=C(S1)C1=C(C)C=C(S1)[>][<]}C	[H]C{[<][>]c(cc6C)sc6c(cc2c(cc3C(C)=O)c4s3)sc2c(c4c2)sc2c(c(c1)C)sc1[<][>]}C[H]
PolymerLit-OA_processed/generic/macromolecules/500163u_s2_2.corrected.mol	C{[>][<]C=1SC(=C(C)C1)C1=CC2=C(S1)C1=C(C3=C2C=C(S3)C)C=C(S1)C1=C(C)C=C(S1)[>][<]}C	[H]C{[<][>]c(cc6C)sc6c(cc2c(cc3C)c4s3)sc2c(c4c2)sc2c(c(c1)C)sc1[<][>]}C[H]
PolymerLit-OA_processed/generic/macromolecules/500163u_s2_3.corrected.mol	C{[>][<]C1=C(C)C=C(S1)C1=CC2=C(S1)C1=C(C3=C2C=C(S3)C(=O)C)C=C(S1)C1=CC(C)=C(S1)[>][<]}C	[H]C{[<][>]c(c(c6)C)sc6c(cc2c(cc3C(C)=O)c4s3)sc2c(c4c2)sc2c(cc1C)sc1[<][>]}C[H]
PolymerLit-OA_processed/generic/macromolecules/500163u_s2_4.corrected.mol	C{[>][<]C1=C(C)C=C(S1)C1=CC2=C(S1)C1=C(C3=C2SC(C)=C3)C=C(S1)C=1SC(=C(C)C1)[>][<]}C	[H]C{[<][>]c(c(c6)C)sc6c(cc2c(cc3C)c4s3)sc2c(c4c2)sc2c(cc1C)sc1[<][>]}C[H]
PolymerLit-OA_processed/generic/macromolecules/501140h_f1_1.corrected.mol	CC({[>][<]CC(C)(C(=O)OCC(CO)O)[>][<]}SC(=S)C1=CC=CC=C1)(C)C	[H]c(cc1)c(cc1)C(=S)S{[<][>]C(C(=O)OCC(O)CO)(C)C[<][>]}C(C)(C)C[H]
PolymerLit-OA_processed/generic/macromolecules/501140h_f1_2.corrected.mol	C{[>][<]CC(C)(C(=O)OCC(CO)O)[>][<]}{[>][<]CC(C(OCC1=CC=CC=C1)=O)(C)[>][<]}C	[H]{[<][>]CC(C(=O)OCc(cc2)ccc2)(C)[<][>]}C{[<][>]C(C(=O)OCC(O)CO)(C)C[<][>]}C[H]
